query,url,domain,title_search,snippet_search,google_detected_date,year
site:businessinsider.com.pl prognoza PKB 2021,https://businessinsider.com.pl/finanse/makroekonomia/pkb-polski-w-czasie-koronawirusa-pko-bp-przewiduje-gleboki-spadek/xzz66md,businessinsider.com.pl,PKB Polski w czasie koronawirusa. PKO BP przewiduje głęboki ...,"15 cze 2020 ... ... 2021 może nastąpić silne odbicie ... Mimo drastycznej rewizji w dół prognoz PKB, nasze prognozy inflacji ...",2020-06-15 17:17:43+0200,2021
site:businessinsider.com.pl prognoza PKB 2021,https://businessinsider.com.pl/finanse/czarne-prognozy-oecd-dla-polski-trzycyfrowy-deficyt/cy7clm2,businessinsider.com.pl,Czarne prognozy OECD dla Polski - trzycyfrowy deficyt,"19 cze 2020 ... PKB (ok. 204 mld zł) i utrzyma się na wysokim poziomie również w 2021 r. (7,1 proc., ok. 164 mld zł). Ekonomista przyznaje, że ten scenariusz ...",2020-06-19 06:09:07+0200,2021
site:businessinsider.com.pl prognoza inflacji 2021,https://businessinsider.com.pl/finanse/makroekonomia/wzrost-pkb-polski-i-gospodarka-swiata-a-pandemia-prognoza-mfw-czerwiec-2020/h0zhb31,businessinsider.com.pl,Wzrost PKB Polski i gospodarka świata a pandemia. Prognoza MFW ...,24 cze 2020 ... W dół zaś zrewidowano prognozy dla tych krajów na 2021 rok. Fundusz ... Wskaźnik przyszłej inflacji przynosi dobre wieści w sprawie cen.,2020-06-24 16:27:34+0200,2021
site:businessinsider.com.pl prognoza bezrobocia 2021,https://businessinsider.com.pl/finanse/makroekonomia/dane-mf-na-temat-skali-zalamania-na-rynku-pracy-w-polsce-dane-nfz/zdle3q3,businessinsider.com.pl,Dane MF na temat skali załamania na rynku pracy w Polsce - dane ...,1 lip 2020 ... Prognoza zakłada spadek zatrudnienia o ponad 190 tys. etatów i wzrost rejestrowanego bezrobocia o 415 tysięcy osób (o 45 proc.) do poziomu ...,2020-07-01 17:23:16+0200,2021
site:businessinsider.com.pl prognoza PKB 2021,https://businessinsider.com.pl/finanse/makroekonomia/prognozy-ke-dla-polski-w-dol-w-europie-mamy-najmniej-ucierpiec-na-covid-19/ykxhj77,businessinsider.com.pl,Prognozy KE dla Polski w dół. W Europie mamy najmniej ucierpieć ...,"7 lip 2020 ... Prognoza ekonomistów KE spadku PKB dla strefy euro na 2020 r. to ... Na 2021 r. ekonomiści prognozują 6,1 proc. wzrostu PKB w ...",2020-07-07 10:50:30+0200,2021
site:businessinsider.com.pl prognoza inflacji 2021,https://businessinsider.com.pl/finanse/makroekonomia/prognoza-centralna-nbp-ws-pkb-inflacji-i-stop-procentowych/wlkw42q,businessinsider.com.pl,"Prognoza centralna NBP. ws. PKB, inflacji i stóp procentowych","13 lip 2020 ... Z przeprowadzonej przez NBP ankiety wynika, że średnioroczna inflacja CPI w 2020 r. wyniesie w Polsce 3,3 proc., a w 2021 r. wskaźnik ...",2020-07-13 10:50:30+0200,2021
site:businessinsider.com.pl prognoza wzrostu gospodarczego 2021,https://businessinsider.com.pl/twoje-pieniadze/ceny-mieszkan-w-2020-2021-i-2022-roku-prognozy-ekspertow/hrnltvj,businessinsider.com.pl,"Ceny mieszkań w 2020, 2021 i 2022 roku. Prognozy ekspertów","16 lip 2020 ... Do spadku realnego popytu na rynku nieruchomości w znacznym stopniu będą przyczyniać się m.in.: nieunikniony wzrost bezrobocia, cięcia płac w ...",2020-07-16 20:26:10+0200,2021
site:businessinsider.com.pl prognoza bezrobocia 2021,https://businessinsider.com.pl/finanse/makroekonomia/rynek-pracy-w-polsce-z-raportu-o-inflacji-narodowego-banku-polskiego/mk5dhhe,businessinsider.com.pl,Rynek pracy w Polsce z raportu o inflacji Narodowego Banku ...,"17 lip 2020 ... Według analityków NBP w dalszym horyzoncie projekcji, wraz ze stopniową odbudową aktywności gospodarczej, stopa bezrobocia ponownie się obniży, ...",2020-07-17 11:18:52+0200,2021
site:businessinsider.com.pl prognoza bezrobocia 2021,https://businessinsider.com.pl/finanse/wysokie-bezrobocie-i-gleboki-spadek-inwestycji-prywatnych-to-prognozy-nbp/xbjt694,businessinsider.com.pl,Wysokie bezrobocie i głęboki spadek inwestycji prywatnych - to ...,"17 lip 2020 ... ... prognozy PKB do spadku o 5,4 proc. w tym roku; Rafał Benecki, główny ekonomista ING Banku, przypomina, że według badań ankietowych Polacy ...",2020-07-17 17:42:06+0200,2021
site:businessinsider.com.pl prognoza PKB 2021,https://businessinsider.com.pl/finanse/makroekonomia/pkb-spadlo-w-ii-kwartale-ale-dane-sa-coraz-lepsze/1mx62v5,businessinsider.com.pl,"PKB spadło w II kwartale, ale dane są coraz lepsze","14 sie 2020 ... Na przyrost PKB dopiero w 2021 r. wskazuje także prof. Dariusz ... Prognoza PKB może pójść w górę. Równocześnie nie można zapominać, że ...",2020-08-14 11:53:06+0200,2021
site:businessinsider.com.pl prognoza bezrobocia 2021,https://businessinsider.com.pl/prawo/praca/podwyzka-placy-minimalnej-wyjasniania-ministerstwa-pracy/n85rx94,businessinsider.com.pl,Podwyżka płacy minimalnej - wyjaśniania ministerstwa pracy,"17 sie 2020 ... Prognozy dotyczące stopy bezrobocia w 2021 r. prezentowane przez ekspertów krajowych i międzynarodowych wskazują na to, że efekt epidemii ...",2020-08-17 11:44:03+0200,2021
site:businessinsider.com.pl prognoza PKB 2021,https://businessinsider.com.pl/finanse/makroekonomia/agencje-ratingowe-sceptycznie-o-polsce-sandp-bez-zmiany-prognozy/g15py4d,businessinsider.com.pl,Agencje ratingowe sceptycznie o Polsce. S&P bez zmiany prognozy,"9 wrz 2020 ... ""W scenariuszu bazowym spodziewamy się w 2020 całorocznego spadku PKB na poziomie 4,0 proc., po którym nastąpi 5-proc. odbicie w 2021 r., co ...",2020-09-09 16:55:50+0200,2021
site:businessinsider.com.pl prognoza PKB 2022,https://businessinsider.com.pl/finanse/makroekonomia/ebc-odbudowa-po-koronawirusie-w-strefie-euro-wymaga-ponad-dwoch-lat/r71zk34,businessinsider.com.pl,EBC: odbudowa po koronawirusie w strefie euro wymaga ponad ...,10 wrz 2020 ... Prognozy makroekonomiczne EBC na lata 2020-2022. | ... Obserwuj nas w Wiadomościach Google. Tematy: prognozy gospodarcze prognoza PKB EBC.,2020-09-10 16:33:07+0200,2022
site:businessinsider.com.pl prognoza inflacji 2021,https://businessinsider.com.pl/finanse/makroekonomia/oecd-prognoza-globalnego-pkb-na-lata-2020-i-2021/tdmwfks,businessinsider.com.pl,OECD: prognoza globalnego PKB na lata 2020 i 2021,"16 wrz 2020 ... ... 2021 r. światowy PKB ma odbić do +5 proc. vs +5,2 proc. w ... Ekonomiści największego banku oczekują spadku inflacji. Ostre cięcie ...",2020-09-16 11:50:48+0200,2021
site:businessinsider.com.pl prognoza bezrobocia 2021,https://businessinsider.com.pl/firmy/skutki-wzrostu-placy-minimalnej-odczujemy-wszyscy-wzrosnie-bezrobocie-ceny-i-ryzyko/9grjrjr,businessinsider.com.pl,Skutki wzrostu płacy minimalnej odczujemy wszyscy - wzrośnie ...,"17 wrz 2020 ... Czeka nas wzrost bezrobocia. Od 1 stycznia 2021 najniższe wynagrodzenie ... W 2021 roku płaca minimalna w Polsce sięgnie już 53,2 proc.",2020-09-17 16:04:54+0200,2021
site:businessinsider.com.pl prognoza bezrobocia 2021,https://businessinsider.com.pl/finanse/makroekonomia/najmniej-wnioskow-o-zasilek-w-usa-od-pandemii-kalifornia-z-17-proc-bezrobocia/ty7vg9e,businessinsider.com.pl,Najlepsze dane z USA od pandemii. Tylko w Kalifornii bezrobocie ...,"17 wrz 2020 ... Optymistyczne prognozy NBP dla rynku pracy. ... ""RPP obawia się powtórki z 2021 r."" Makroekonomia. Dlaczego stopy procentowe nie maleją? ""RPP ...",2020-09-17 17:15:53+0200,2021
site:businessinsider.com.pl prognoza PKB 2021,https://businessinsider.com.pl/finanse/makroekonomia/bank-swiatowy-prognoza-recesji-w-polsce-gospodarka-w-2020-skurczy-sie/nnkmqmz,businessinsider.com.pl,Bank Światowy: prognoza recesji w Polsce. Gospodarka w 2020 ...,"7 paź 2020 ... na ścieżkę umiarkowanego wzrostu. Według ekonomistów BŚ, w 2021 r. wzrost produktu krajowego brutto (PKB) może wynieść 3,5 proc. Spodziewana ...",2020-10-07 11:18:19+0200,2021
site:businessinsider.com.pl prognoza PKB 2021,https://businessinsider.com.pl/wiadomosci/druga-fala-pandemii-ministerstwo-nie-spodziewa-sie-dramatu-dla-pkb/bbvkj2f,businessinsider.com.pl,Druga fala pandemii. Ministerstwo nie spodziewa się dramatu dla PKB,"12 paź 2020 ... PKB Polski spadnie o 4,6 proc., a w 2021 r. wzrośnie o 4 proc. Z ... koronawirus druga fala COVID-19 druga fala pandemii prognoza PKB.",2020-10-12 13:39:05+0200,2021
site:businessinsider.com.pl prognoza PKB 2021,https://businessinsider.com.pl/finanse/makroekonomia/poprawa-prognozy-pkb-dla-polski-mfw-stawia-nas-na-czwartym-miejscu-w-europie/6fwjx7z,businessinsider.com.pl,Poprawa prognozy PKB dla Polski. MFW stawia nas na czwartym ...,"13 paź 2020 ... Z danych MFW wynika, że w Europie lepiej kryzys zniosą tylko trzy kraje: Serbia, Litwa i Irlandia. Ich PKB w 2021 roku ma być wyższy niż w 2019 ...",2020-10-13 17:05:17+0200,2021
site:businessinsider.com.pl prognoza inflacji 2021,https://businessinsider.com.pl/finanse/makroekonomia/banki-moga-miec-straty-w-2021-roku-prognoza-prezesa-glapinskiego/fwswwl1,businessinsider.com.pl,Banki mogą mieć straty w 2021 roku. Prognoza prezesa Glapińskiego,"19 paź 2020 ... W 2021 możliwa jest sytuacja, gdy sektor bankowy jako całość odnotuje stratę - powiedział na konferencji Banking Forum prezes NBP Adam ...",2020-10-19 11:03:54+0200,2021
site:businessinsider.com.pl prognoza PKB 2021,https://businessinsider.com.pl/firmy/wplyw-pandemii-koronawirusa-na-rynek-pracy/yz4bcsq,businessinsider.com.pl,Wpływ pandemii koronawirusa na rynek pracy,"20 paź 2020 ... ... PKB na poziomie -2,9 proc. Nadal wierzą jednak w dość silne odbicie w przyszłym roku – do 4,3 proc. PKB. Swoje prognozy na 2021 zrewidowali ...",2020-10-20 06:18:58+0200,2021
site:businessinsider.com.pl prognoza bezrobocia 2021,https://businessinsider.com.pl/finanse/makroekonomia/prognozy-gospodarcze-komisji-europejskiej-dla-polski-inflacja-ma-byc-rekordowa-w/3dds1c4,businessinsider.com.pl,Prognozy gospodarcze Komisji Europejskiej dla Polski. Inflacja ma ...,"5 lis 2020 ... Według prognoz bezrobocie w Polsce w tym roku wzrośnie do 4 proc., w 2021 r. - do 5,3 proc, a w 2022 r. spadnie do 4,1 proc. Inwestycje mają ...",2020-11-05 11:08:53+0100,2021
site:businessinsider.com.pl prognoza inflacji 2021,https://businessinsider.com.pl/finanse/makroekonomia/projekcje-nbp-nie-sa-optymistyczne-inflacja-na-granicy-celu-a-gospodarka-mocniej-w/br4p4jv,businessinsider.com.pl,"Projekcje NBP nie są optymistyczne. Inflacja na granicy celu, a ...","6 lis 2020 ... Z tych informacji widać tylko, że o ile prognozy na 2020 i 2022 się poprawiły, to na 2021 rok wręcz przeciwnie. Z zebranych przez BI prognoz z ...",2020-11-06 17:28:24+0100,2021
site:businessinsider.com.pl prognoza inflacji 2021,https://businessinsider.com.pl/finanse/makroekonomia/raport-o-inflacji-nbp-listopad-2020-r-co-z-inflacja-pkb-i-polska-gospodarka-w-2021-r/z2n0s4v,businessinsider.com.pl,"Raport o inflacji NBP listopad 2020 r. Co z inflacją, PKB i polską ...","10 lis 2020 ... Autorzy zaznaczyli, że skalę spadku inflacji CPI w 2021 r. ograniczy ... Wskaźnik przyszłej inflacji przynosi dobre wieści w sprawie cen.",2020-11-10 14:25:27+0100,2021
site:businessinsider.com.pl prognoza inflacji 2021,https://businessinsider.com.pl/finanse/makroekonomia/oecd-prognozy-dla-polski-zmienione-skokowo-za-rok-mamy-nie-pamietac-o-pandemii/cfqplhz,businessinsider.com.pl,OECD: prognozy dla Polski zmienione skokowo. Za rok mamy nie ...,"1 gru 2020 ... ... prognoza na 2021 rok mówiła o zaledwie 2,1 proc. odbicia w górę, a w ... Coraz niższe prognozy inflacji i większa presja na RPP.",2020-12-01 17:33:32+0100,2021
